start_time	end_time	dl_time	width	height	ids_id
1681938678.7563615	1681938679.4836345	0.7272729873657227	251.0	376.0	55953150
1681938678.836689	1681938679.485908	0.6492190361022949	251.0	376.0	55953079
1681938678.8794427	1681938679.537964	0.6585214138031006	376.0	310.0	55953149
1681938678.949508	1681938679.6050985	0.6555905342102051	376.0	332.0	55953080
1681938678.9698882	1681938679.5536497	0.58376145362854	222.0	183.0	55954958
1681938679.0382414	1681938679.834635	0.796393632888794	363.0	540.0	55954961
1681938679.042333	1681938679.959337	0.9170041084289551	362.0	534.0	55954884
1681938679.0574105	1681938679.517253	0.4598424434661865	225.0	183.0	55954957
1681938679.0889046	1681938683.741908	4.653003454208374	303.0	501.0	55956920
1681938679.0971246	1681938680.3082993	1.211174726486206	305.0	501.0	55957128
1681938679.173921	1681938680.2057436	1.0318224430084229	309.0	502.0	55957372
1681938679.283982	1681938680.169657	0.8856749534606934	332.0	505.0	55957512
1681938679.4837086	1681938680.272584	0.7888753414154053	332.0	517.0	55957511
1681938679.4859707	1681938681.4365551	1.9505844116210938	307.0	501.0	55957029
1681938679.5173168	1681938680.4162152	0.8988983631134033	307.0	500.0	55956913
1681938679.5380218	1681938680.335532	0.7975101470947266	302.0	501.0	55957025
1681938679.553701	1681938680.4029322	0.8492312431335449	338.0	441.0	55958007
1681938679.6051803	1681938680.3768432	0.7716629505157471	342.0	440.0	55957842
1681938679.8347228	1681938680.5133505	0.6786277294158936	340.0	439.0	55957772
